Name:              |UserName:            |Year:       |Grade:       |Hash: 
Allayne            |apeirazzifw          |2           |8.57         |7e7979595fa7ad8f49278854bc953bfd3d9c5bf619c3279cb44043d00763a295
Goober             |gaingelljz           |2           |8.59         |20a6d8e93e17ef88d9582327609ae98e58c737758c137a00b7e352a2e961885a
Ursuline           |ukunert71            |2           |8.6          |9f72ecb593c9074e9d4921daaeda1720ef1aea1d209ec21b5eaa93581507742a
Nerti              |nbaddoef9            |2           |8.6          |24c502a53a9cad631ab80c9ed3ec8d68d2b8d9a363b3d6d86efcf2971f4472f2
Gabe               |ggersam1x            |2           |8.63         |87450472cf2890f0cfb5dc5eccfaeab1339eb2015104f1060611aaf94924ea8a
Emlynne            |egrayshanac          |2           |8.63         |58e45a65a6d0c7beec247d12f0086212fa81b045a1834fdd288817f5c104f7c5
Braden             |bcoppardbc           |2           |8.64         |67d38598fd42513c374dab24e0be17b3eb99e2c0ce92e4468fe5c13e5e26fc0f
Huntlee            |hnovelli3c           |2           |8.66         |65c041921adf686b98eb82b152314fc9c64602f0ef427d88da9eca28f4f8e74a
Atlanta            |adicarlon7           |2           |8.68         |fafabd6b16b91ab0f689e85031731c008b793493c76aff068e75291d5f4c32b0
Rosemonde          |rfrohock79           |2           |8.75         |515bd9de4a4cbdfb63a65fefead27f90247e3d55869804dcd52a96474ae70cae
Hagan              |hwalakex             |2           |8.77         |9bc28856efc626f4a31e39e74cecef790c40aecaf5bdcdd324076a219784616f
Nannie             |ndonan38             |2           |8.78         |a8678e04519875d862e5e58fd25d8965557356262f90421d88c8c2bb3380cdfb
Clemens            |ckollatschb3         |2           |8.81         |cb2eedef70f6571eaef25df09e6ea364df9f163235dbd557df4bebc24922e61f
Ivor               |ibrabon6c            |2           |8.82         |2ec16c2aa56ead1861d6fd90adfd3e74a4bfc5dabf1988f7e854a08b0c3b3438
Halsy              |htejadad4            |2           |8.83         |51be7371ec93334ee3616c29f78581f0b6c32b8a9259e7a995c7eee5ed187be2
Jere               |jlocard3l            |2           |8.84         |38e31b77896a899a15eac5f7298aca5592ce7f7dd16cbea4ae303d9eef3ee3b3
Frieda             |fpavittbe            |2           |8.87         |6f629923c7c6fd5558f85ba133845fbf5416f6adcce7ec41cfc36ebe97e6373b
Analise            |abowkerb8            |2           |8.87         |ac0b67a692ef16e2e5aca470d41a229135b8c2b625153ae33500796dd5919028
Oran               |olivingstonemn       |2           |8.89         |35d544ea4d122306dce2e81d3f5148dc57187c2ba7ba1280d6ba9547a6c6e68a
Joletta            |jbumbype             |2           |8.89         |5f2f2de71a3ca33f74dcfaa9b4c418db2f5b71d70903dd16bf81b964d4a8a678
Reggie             |rtatters65           |2           |8.98         |48bf00a7395f4b8042ba71ec7b24d38b6941789e329e6506b3ffa66950631518
Jeffrey            |jbirkbyn4            |2           |8.98         |949c6feeb3f935120b319947c2f4baeb60d2fc6cafdf6d7ad3bea789ea487bb6
Nels               |nszachas             |2           |8.98         |9cc59da7435c8165ff14fc9b4aa63dcb5f854f6358532281db21fad4bfebbdf9
Nessi              |nillingsworthif      |2           |8.99         |f70a59060ef68aeb7cbc859dc3f3d629c7c3925d2f00c4291214f1bab596b77d
Vere               |vchaperlinhe         |2           |9.07         |62849dfa927b524c9c4fa325578f150bc5bdf7ba2e152d692484b3f26146a9c5
Skip               |stoplingah           |2           |9.1          |571c45f29a7a4a0952834d923f1b83554f343954dd6441a7aa23665da83b29f6
Nikolas            |npeakeg3             |2           |9.12         |2cbed48418c28676338552ab5ab49939bc5271f632bb7c308e49bd06fa0767b6
Franky             |folivazzicd          |2           |9.13         |b661186ef26a91fc0f8831d77e62f5bb463e1cd8250b14d758384ce1672e981c
Jenelle            |jtumbeltybp          |2           |9.13         |914658ab9386dccde683c2eea1518c9ac001cd9c8acd52adca98da2267a81274
Jakie              |jfaiersgl            |2           |9.14         |58f28095dbd58fc5d79e45c4e0ecd61cdcecab5480662eb139652f1cb2c0ee6a
Paco               |phinerfg             |2           |9.19         |d9de916de6112dcedf79d1616d10d28269e4c890b99f23feb496a032ff165a9c
Bernarr            |bsteansonm9          |2           |9.21         |00a34a0b79a60913545c2718788b42bf06337a50abf26d71519b8296bf164306
Livia              |lfreake76            |2           |9.22         |28fe256148bc1789de41a6d83adc3c4e7d9d0a95d9963edf4306fc0658a2c488
Rube               |rdruce7e             |2           |9.23         |363e970babeb4077001c1669c896379b7acf051d5d7b8adcd4f7ea079044f3d3
Linnie             |ldabnorqh            |2           |9.24         |adefd14b21ea3f830f0e897eaad28dc41e7869bef4ac9687c62e597d47368b6e
Enrica             |elefridgeqa          |2           |9.3          |dab2e79f735b10475a17a4e330678098aaedcc1e2c0c9e7990784f3e1a783c88
Emelita            |ecasinomj            |2           |9.33         |6ef3fa5c5dbb18e205c22cda231600062a6f2e0e280993ad799a67584da5ce1b
Mil                |mdarville9m          |2           |9.35         |5bc99d14c6f1580415725f9f2a05882b54c6c24095e348bcb16bcafb19aa3aac
Melly              |mdanilewicz1f        |2           |9.42         |586f054b9c0b10b4e3eebd5936e65405c70e875dc30629ba916182165ea0d726
Sharron            |sboatman73           |2           |9.43         |d128f2865ea9182f873d60b5c7ebb2160fc14a343656be0c0be9dcb795eb81ea
Earl               |ejanikkc             |2           |9.43         |c351fdbc14e2ec374407143146f2e724a903deeb045281b51bc25f2329bb9db2
Alikee             |apapworthee          |2           |9.48         |61b826d65e12c3c871e9a88c5081bfb45835d28963c385b048bed31c5728e752
Ange               |arecordef            |2           |9.5          |b0c8bfa82a7eb9f389619c0ec4f6167943a4959c683a565f90ef639511db286e
Tulley             |tballayna            |2           |9.52         |3830af065990121f70c268545b5e54058edfa034741045e65dff00373a1ccf79
Tildi              |tdeemanql            |2           |9.53         |01da193bb279dda9d5559a85392eb3d4e1d3bd1e68b47ffa2316e3ab50fde765
Bobbette           |bmazzeodd            |2           |9.53         |11462615b7a2b5de51074a231066fb2cd49729f18569cc1214f963c2a5e658a8
Matt               |mstrattonpk          |2           |9.56         |70eeb33d7000251c2390eb0205142ca952e811255d7ddf8ea4ab7fe9f118e195
Elysha             |esanger9             |2           |9.59         |e7266fe8473fa42defd8f7eef35276c6c421ce94191bdcb898e688d3f2d4287a
Dunc               |dtrebilcockl3        |2           |9.6          |0fd2e8c2dcecd7633d6a79fdc7713dec4c413c53c72ced07fb1a51f480f60b5a
Laurice            |lransomel9           |2           |9.62         |16a7dcc02a8c53f2f5517de83e578a23babf484e8dd43bc8024ade80591759a2
Jane               |jhutchisonov         |2           |9.65         |3c031b6c36e07fc78b2f0e06aeb82edfca3656e477ce92162479dabb4041cb01
Alys               |aharlingnw           |2           |9.67         |61a3597cda5305bc8deeeaa655ecc20ef3f319b5b19defd2925ee8b887fdabc1
Christan           |cmarreh9             |2           |9.67         |d2cd63db53a6edd7f3c1e012706685f7d343f5129b8796007415a061bfcb3d13
Nathaniel          |nmckibbinqd          |2           |9.69         |fdab0c363a17fc388de8e78f20d3b3ab51152a28abdfdcced492ed204898dae5
Cherie             |clucianpx            |2           |9.71         |7968a035f588317fe54b9c05c7714507aa837e138ca8d6e0c73129cceb389f60
Karole             |kwanejk              |2           |9.71         |6ec06508319b96387c6fcc40d13d7f6d071c9c055888a0c7d4c45b981fa7adfc
Berne              |bdampierm7           |2           |9.72         |62a39449162240017c74b3c9161e9dc80526090442aa924a6f3b45475239b77d
Gavra              |gbeckworthid         |2           |9.72         |8cfd71ecd288ac4a66433b9a14236327a8a34cc9617e967865a67645de5f007b
Laurent            |lyersing             |2           |9.75         |8ecb4bf2da684f32a6228c0a3f61f4e9f68d2b6ebcd102de3e99fc4ce3d6df45
Niall              |nalldrepa            |2           |9.75         |908189d9bbe5ca80b453bb114d99ae89f094260c834dde9f8df13eff1f757267
Oswell             |opaudinc7            |2           |9.76         |ae048bf09531a49727828af7886e3872636a3639511ea1006f149720203a67cf
Brig               |bshowerhf            |2           |9.77         |73026ae92388b40912a118ce610283412bc4cf3ccd75f28f5870a53e7d71f704
Shermie            |smintrimdv           |2           |9.77         |1d43c848f09ffea8e58ab664ac4b918bf41bbae9666334553ee131162d3f6ce3
Elliott            |ejenteau14           |2           |9.78         |dbb65a68ae2b80f9e6113b9ee67cbd7da0e752927b0f14e0612f93cb12d87912
Brnaby             |blaxencg             |2           |9.78         |bfa0ae6e18cb1df77762bb7e1e8461930849dc0e1e8d305dcc42114ffa27657c
Davis              |dforward19           |2           |9.79         |4ebea16117baf875c0a5cccb90748cfdb144db85e7b233e20d280822a4a63607
Eberhard           |ebrethertonbm        |2           |9.79         |d76a49a4d4eba3da376378b8f70f0a31bb76f1c72478db5c5ce5fbc9b88ac8c0
Obediah            |oculph8              |2           |9.86         |ee7d8acbe53e0dbd0bba3dda315ae3448c55eec5b678c566ad2cb73eaf2c3254
Jason              |jjaffrayc9           |2           |9.88         |63ed67d0df9f08cbfa0d7413b3c75f4e143bc7fbe4bdebb6a12c6921c754b82a
Maryanna           |mrodnightn9          |2           |9.89         |2977d3bfd6d07744b38c3741d01079dcffbae26abb1f65830884e421f9b7a23d
Arlan              |adavidsono3          |2           |9.89         |7d43f61afb3c5ef9fcc3f0f124b24c96b84b15e5ecf475579eba90340f65f6dd
Jimmy              |jgarmonsgf           |2           |9.9          |b0c1c05c60fc527fa8a5033a7e319dc3bb05a00549d73025da51615af004cb7c
Jordana            |jsteelyok            |2           |9.91         |b02b4abe24509b193e9b82a309c1ec58ed8285c3ef5e6bb29e1964a958d86e84
Roxine             |rpaulazzinz          |2           |9.92         |dad7a6677357cb4ffd6838b69fc066520c80cc0c18b8f89670b95e2fc0388dc3
Trudi              |ttremblett1g         |2           |9.94         |c81ffda5bb1b8f2eaaa636494e172de9a59ccaf654ee1e89fa7b78bb8e4b1d78
Gwenore            |gberriem0            |2           |9.98         |b1319769d7593aa6eab712f4e8cc649674195cdc0385bf74d699858eae755ddf
Chloette           |cmcguffogz           |3           |7.01         |e9af7528431b1f7c510f040d6875e9a241ef6d15a5e688ac6a03ed5650b68c71
Ode                |obaggot7w            |3           |7.02         |f3cb76d4f044c04bb78f3d5520c2bf3149dfcea0e843f389144e65f6cdc03c13
Anallise           |abuddenlp            |3           |7.05         |90afb643099f70d1715af1cfa9b8ef953954e3528e42baa1b1bf814ff919ed51
Mirna              |mmcculleyec          |3           |7.05         |457c8f29fc64b649d66be1a1f85f437f0dae1130ed74ede1c6bac27e62cee02a
Gayla              |gmandevillecs        |3           |7.05         |cea131d4c4eafd1d7b2f88df20e1f93172121c670e8ce92350e016a09ab6560a
Gram               |gmoaksonb            |3           |7.09         |ce78e983e5403df37840a0040200f8ebf5cd9f4d9e7373b969eb788f2b5852e0
Duffy              |dtungatear           |3           |7.1          |81223f4a6524051112ec1c7e391af7606464a0d96c7a66638101001fc538570b
Branden            |bdorowr2             |3           |7.16         |78372ce7994d7bd23ef69ab87d554fbb92a367de06f72b385a859dc2bdc0ddf9
Shirleen           |stebbitoy            |3           |7.17         |a48df4325963e1df13752340f4e5e8d02682ee3e7295ebec5ecb9df6c2b9e4a7
Margaux            |mnurseyi1            |3           |7.17         |37409bb0f5a061183d8ca91a4180ad1a3d6a38befbb86d566fc45847919ede4f
Shandee            |sartingstall3b       |3           |7.18         |b9100ca682ff4a0256104c036d191018139941eeb542250321df675b69665959
Rhodia             |rsmileyh2            |3           |7.19         |a723785a76950ee4f9e0cda266b6b523c965a0d1e047322e2bf32132e8037231
Dyann              |dgrundwater6k        |3           |7.2          |1fe3ee0bcc4798382ccaeff784f34650fdeb9396373a8a098dcaf3a2ec50a0dc
Diarmid            |dslocket8t           |3           |7.23         |dac88dda914c98965381673da7ae8b033b5c5254dda1ab18343596f041576637
Tremayne           |ttunnickmb           |3           |7.27         |fa5767ea02f0c09602e8e0e7c834d6cc726e026996b8c4dae52731e69763ea73
Milka              |mgauvinaa            |3           |7.27         |71601e762ccc775664250b211fc66f00e26699ecd2f41f50aa47453e3e486019
Valma              |vbouetteio           |3           |7.31         |ac6cbf1f866eaee7c52e5ab6e58ed553c382d52508a72df809786e438d85bc6f
Morgen             |mstainscq            |3           |7.31         |63edb406a2a8308e72de207ccdb79cc5789cf68ae64339f37e0930135d9bc621
Madelle            |mgoutcherm           |3           |7.33         |b58e419c39c62e77890a94dc1a7bec7795ed043b286702938c736f3f6e137487
Boyd               |brozea               |3           |7.33         |3c3896118adfbcf99695beb9202784a2cb9bfd6b63d571e63f3ca8abf7e5e333
Danila             |dwalklot90           |3           |7.33         |36d5fb56350f836c94e5c3ee7255d45491d41a43c88772e1fe898eb0427f4c70
Daffi              |dsearightbj          |3           |7.34         |1a9b51e430c8c817b08ade1bf4f4a3e2807351e4a95bc98f76beb7e05af89225
Yuri               |yronayne16           |3           |7.42         |7faf2c8345f85bbef5b32bc9dd8112cb89dfc4c444a055cb013ef4f4e457cf7c
Rabbi              |rortelt3s            |3           |7.52         |9c86a7af09d37fa909aaca1d57726be3ebe0b31f7fcd257cdb7f6e06070d27d9
Drusi              |dbaldung82           |3           |7.57         |b4644fd0f9600fe1c00821f3470415ac17536728155cf5528264bc6401b80efa
Harli              |hgloyens4a           |3           |7.57         |e7dfcb0b9c4decdb3610fa85028f7ea64983898dbf25b07fad6d57fb51fa90d8
Alfreda            |acoulthurst1z        |3           |7.6          |5a0e4ada4f0c65e48777bbcb3b8c0dfb1a80d2d6e05b6e1623a087e0cc904e1a
Theressa           |tnationba            |3           |7.6          |964e7fe7b8d6f22455b2ac4df2ba0a758a9df6b46b0dd624eb23d98b8c74938f
Garfield           |grickson5            |3           |7.64         |e90c4b6f09bb2eb3288e9581a471b6d6e904459d86f41c0d371f9e96b8a2f7ee
Zonnya             |zmuscroftie          |3           |7.68         |d11d04d265b237899456a10a32bec2a68d424cb16aaeb5337335bc3caa70b8fc
Arv                |aflannerhw           |3           |7.7          |57f003965a4b78f2df74db14d3dba741c0b17d8fc1c2537b50a6eb3e56d9bc10
Ingamar            |ivondrasek2b         |3           |7.77         |45acec84947f84ca677698fe14ff99221dd98739ed19adfc53b5cd7fe96a7f86
Bronny             |bhammondt            |3           |7.78         |f4136322a33460069893c7cfd52b89264da76ef7a0ffa17014eacf6104c18dd5
Curran             |cwitchalls7l         |3           |7.8          |fe2e347df9bfa480961fa07d1be86a17a6eecefe8ed284cd18dbe83eb0b3a007
Petronilla         |pivanchikovt         |3           |7.82         |1920ab58621ec9ee8d26aa9d9742b319a67fa7fc8befbc38639d5e60f511f8f4
Lynnett            |ldeedesol            |3           |7.84         |a15a603ece325105a2b6b39911440344fdfa0e9f4cc52ab35f5847a1d59312fa
Ulises             |ucardenashz          |3           |7.86         |5a393c81114fff8cade54ace23181cbe46ff59307d7cb02eff2fb9d746873a11
Russ               |rlabbe1n             |3           |7.91         |adb4f05b3ad5f50ad928cb643ceef5217f632162e59a59abb1ecf4152c98593a
Marga              |mcloney6s            |3           |7.91         |e0132d2c4ed45b7bcdac3b8f9aa8d9ea21a2999d7932773b6808c44d8dce4133
Danella            |dduckettn2           |3           |7.91         |b697c8086944f75d1768321e433e7d670baddff613ea0e73800d98bd89cf4eed
Kissee             |kcurrie5t            |3           |7.93         |89736c9eca00a57531660c24ea71a46973bbd751b2f315b86a41c8bf3e053f5e
Sophi              |skeysall5a           |3           |7.94         |14bb53283d9cfb46cb19acd71d1507f2c4b5c44d88309408236af24e6a72010e
Zarla              |ztellenbrook7c       |3           |7.97         |40188b64f29ce0591b95eb29d116c2d50424b077d457696ad8bdbc5b1d807e39
Neale              |nallso64             |3           |8.03         |af0ffc88ff554f3ef4de712dea805896803ba63cd84df7d5934750aa36c79e5d
Betteann           |bsearlep7            |3           |8.03         |d09f0d5e38ba4efc68da74040a36240985fa10de793212579fe1ad04d5baeb3f
Janifer            |jhynsonqo            |3           |8.04         |05a4e1b4da1357b0c8075ee1b8cb93b6a8c3fd3f0961bfef163b90738ccc6d12
Guendolen          |ggobativ             |3           |8.09         |0105e3bc1c3c4030f9e7ee4d3f12a06f4b3399fa191c976aca47cc173d3776da
Herbert            |hveschambregb        |3           |8.1          |7a601270b6e6ba52079c03ede29040a0637de08e7b366150b9689de22596c828
Mada               |mdelayglesiar7       |3           |8.12         |500dcc165a11a4d2a6d09911d37211bcdd36294b8d0def162f14173ee7181a5c
Gaultiero          |gcatonnethh          |3           |8.17         |647578dc78c71991b1aea30be0ede8d82511c5912a41775129f5293c14d29539
Giralda            |gdocketbu            |3           |8.2          |d56e1183108bba77d3c002b653544837a40242966f7543be2351764f0cc048e4
Patten             |pcraig50             |3           |8.23         |9f32edcb066378f90832a8684dd6bf02c2703fa7109b9be85080561fbffd218d
Anthiathia         |alinesab             |3           |8.28         |7b7f7d84594aca37f65777278b93190aa597a815d199759906607a6660f32c1b
Jemima             |jrubinfajnlw         |3           |8.29         |269c66cc026c7a5ccef9b72c52f099a7479c9cec2dc8971cf06e96172767d51f
Tristam            |tdoudis              |3           |8.35         |ab58070a6b7f8322f60b20099db3760517eedd042635decac22c50c4b956f03f
Shawnee            |sskeggkw             |3           |8.39         |7e98a87facdea4a04120fbc812a2db6fca5b133a8711e92252ede12e1308871e
Walton             |wellsoml4            |3           |8.41         |406f8b4b517fa04f9f0e2589ee02979c6b30021ec2999d2c1206b6c610b826c2
Edna               |ebrahms3a            |3           |8.43         |9dbbaddbf79ebd57774f1d71b229e2aff12c213bd7b674a3baad5ac6465a4b70
Emery              |eelias5r             |3           |8.47         |5fbd18ab307e0b3c4037a76d912758f781b708219d189fc6646e0855a09845cf
Diane-marie        |ddymockeii           |3           |8.48         |327b91c1fae7fd34b6f5698165e814bf05bd827991bc0c94a9dffc37ba203710
Audry              |atysallbw            |3           |8.49         |28a8a3a89fadc024e27d86abe2480a2981b55ac80c182215d8521b0f5dd063b8
Evey               |estoffelhk           |3           |8.5          |abf5e8d8ebcf7576a0e5bd69f274abe8eafd59d4ead1d5340d1db0b22e3cb789
Jodi               |jjope7y              |3           |8.53         |24f9739c2265f04e920ce72103067b2869510336cdca7d36fd8c9ab61ad82f6b
Arte               |avondrachll          |3           |8.55         |fe839c4ac20bf2039f43b0da7741e11d709efbccb5d2e6fffc01a5b16ab2bcc6
Banky              |bmcilveener          |3           |8.58         |f0116d83bf60acce6370327476e5906933b467a0385be83e673d7bb1dc489fe8
Gauthier           |ggouldthorpe4q       |3           |8.6          |d4f471be21fc96916e8bba5c47cd05d622e2ed70b403ebded12535f2c8f3fe20
Raphaela           |rhanscomeiw          |3           |8.63         |264608f48e2ad234b5d349cf9c8a6f2f5bee65d3c16e79e34e521cf112b78bd7
Ariella            |athuillier2d         |3           |8.65         |771da485a6f624355a7d704ead7b5c2d1366548b471cd59311d5b1c3777f1a49
Rance              |rsupplerm            |3           |8.67         |535306105a56d07b65e06bebe63eddc120c1f784b2f1ece175f709db37a123b8
Kathi              |kgosneylf            |3           |8.68         |43ae5439e88b22d255c1495fc71b74b06cac4ea51ed36c5b2855b539ded97fad
Marja              |mshropshireq8        |3           |8.69         |a29a31d50e975f6456343952a7b5651aef7f75703f1d98523566ec03f1685219
Gregoor            |gtrevillion9i        |3           |8.69         |24a644c20a11b523ec72a7cfb2588378a7810e6ae8c35504398b531262a7b422
Dominique          |dmould3o             |3           |8.7          |aa52d74b1eab425fd5659a7361626f1da947984c8e98f8452e4e70f4863d2d2d
Archie             |ahalberthn           |3           |8.7          |d61bae949110625e4a64417731b315c715422b7443a689767e59a5d5c91f64d2
Auroora            |amarrett10           |3           |8.72         |5b03815344b1935cadbf4064d5d78fb05c66a80be3e78972044b8a229a00ce1a
Kris               |kstepneyhu           |3           |8.72         |092743e320e422c7e328c8e61e6b56f7001cfd7a8d2dc208ae075d0746a510c5
Nerita             |nfyldescu            |3           |8.77         |85d7328c398a6cf6474d95e3db6a28da8a78de7ba121154d0b2d6abbf3bc9277
Dottie             |dkill4v              |3           |8.8          |3ee2f5d8c1249d51f5e62488cc83f330cd91618b55bf7eded44f734ee2b3d3fc
Merridie           |mdossantosgi         |3           |8.83         |b8d5b4d78a54d73f0941c786ff163f48338e7c35462eaa5834cd778ed9979a38
Else               |ebaggaleyke          |3           |8.86         |f241d1136c68ae8f32f73db8190990a05e20f4a13dcd37a956f580c492539ea0
Curry              |ckeeridh             |3           |8.86         |a0dfaf700a22d7b98568d61f56ec733151758efcfa37435917790b375d07014a
Rikki              |reteenha             |3           |8.86         |3c94bdae244ec62c37b9e31202c1a119ab860d05d6f93e0da4b1ca8c42281d6d
Mersey             |mstogillgk           |3           |8.86         |c635cfd97aa5ce6d3ecf8651179d3598f71559fdb1f21f4945ec77e85f80c46c
Batholomew         |bbrentonx            |3           |8.87         |14b381b9aa87bbfa16e4ee02fa6c7e93a2fd6af7e030b54da0f8c7f0c5af57f8
Simone             |spoyneroe            |3           |8.89         |65c04f0c04fc582cc86d8a75d593f204aca97c9fdfa56bde494f6169c9aa0426
Jermaine           |jdanaherjv           |3           |8.92         |d18e7cb8fbb0fffa2613af17aefc9c3720633e2a5a5f251d1d5d7b75fbdcc207
Dian               |ddunfordkd           |3           |8.95         |af347f1c4ea00b9a7fa654e16311065c75a09ab2b60848510f6ae5fab943bba7
Gretal             |grisson7j            |3           |9.02         |601d9908285545fcbde0daa46f6a18b667bf5638c69a0ddc02c956ab5f146913
Marcelle           |manthonyf2           |3           |9.02         |dda74a4aaf2dc9ade8cc28b08e927752c27a91dc0433c3fe7a1c5341d29b9f9e
Raffarty           |rcolliems            |3           |9.06         |a49ee1d0b91afaf5874d52a6aa86f6015d530b208d5f45768ae3ec47ce44b6cd
Davie              |dgrigoirem2          |3           |9.06         |360318e89d0209a938123e923197b282f328262e516686ffb83d63197e49c889
Matti              |mshaweck             |3           |9.15         |65c2853808df25ad0ad57ae2e95a8c5ff99b0e1d567b38b3da8c340c3df88673
Mabel              |mfarady47            |3           |9.16         |a9a9976f72b5b39661dea5d5ae79f0ee0d572c0a23f8979c60b8726ce12547c0
Netta              |ngatlin37            |3           |9.16         |df029ae3f3f94fffaa6d18c0f9945df73400015d83f7e1e1a85027bb18e1ae00
Alard              |atewesbo             |3           |9.16         |5c96ab029767683ba5d1a7a25777e102cd51bb26890e8e81ff5fcbd4f6b9d31a
Gill               |gcauserjr            |3           |9.24         |65da3aa6f64708fa5fd47d4a035fdd493d198254be9c014a4ccba9fa7a2978d6
Fulvia             |fshimoni7i           |3           |9.24         |22b4e67bd5339e908ee36dbd7337e9079c64dfe033b9551f388c74f4b1c4a3d9
Nealon             |npittaway5c          |3           |9.25         |4b5c3f37e9456132ca16fe63592e823182be4751e3d548954d8a25066f73589d
Moselle            |mpowneyo0            |3           |9.27         |26f69587c864b988b309a04e6646e5ac6e5c703d7091ad675de2d00f9f32f9f0
Dorotea            |dmartyns5v           |3           |9.27         |917c45b4aea198be7de57cfc1582a4c893dc8d5684c486688163b9f769ed2f6a
Tony               |tohern7f             |3           |9.28         |e7f276ecbcdf481a3f2ed5914bbed9a28ca8ac847b3a0656230d44e5bfdd090a
Vernen             |vminetoa             |3           |9.28         |06afe36b9c53949b152272c126e2589153431846a27882f08f3261438285f4f9
Maia               |mthorntondewhirsti0  |3           |9.31         |0f487dbba7cd8521f1ffb1a48a88d0ba040e0e9c071e64f5cdd3b75ae1f79522
Bax                |bartern1             |3           |9.32         |163f63e422a4240f712a93dfd42b9b7e831e0bec1440a10bf96425ce6358d5bc
Valli              |vguillono6           |3           |9.32         |ff4e657156a5a1408836c252b7edfe28376598baeb98ebd7f9d891650aea0361
Anitra             |abrosoliav           |3           |9.32         |45192d26601fe53337cba8bf235ab53b34a95114bb81abce42933d9ee89ce4f6
Rosie              |rpaolozzi8w          |3           |9.34         |6fd80040832dfb2f33ca963a9211de263442d3f302c61043954ecf967a1afa55
Alvera             |aelmes42             |3           |9.35         |5ca650f21038c9e90374893a7e9740e914d6b45bc522be9ffa820dcd1baa0b8b
Giavani            |gfairlawlb           |3           |9.35         |aa909edf71eaa74688533eae7aabda2dabbcbf65c453b2c14c8ce5cd394e8590
Fowler             |fpulferqf            |3           |9.35         |e94b549ce5d7534b203a184b09012ea0da134a703716a0ff54783a35fe076332
Sonia              |sfullbrook9e         |3           |9.45         |f251797686ef7b11d8a09d8c40c420301a687323f57ea92244f8929584152edb
Isidora            |ibenninggr           |3           |9.46         |180dd44cee5f3efd430619ea05ef88efc9cbc67ed4fe1f0d36e7352ccee74112
Sloane             |sburth68             |3           |9.49         |5f38921b4f1b3e504782b34ae38a3f1d738a1a3e612ee52bf67cd80ab3646f19
Janene             |jpimblottrk          |3           |9.5          |8305f3d44ed67de593f93b9c38d70c114ba2d82e3f740656079d95951467423f
Ase                |abampkin5l           |3           |9.51         |6e422a249726cc33390add62bf76ecb420674409f3b1334809999b2a5b528d4f
Ravi               |rshearstonr1         |3           |9.51         |fb109120ea07e9feb1f611ecedd328a1d8a29d490ac9ada268a9be7a40fd4e04
Fonzie             |fvedishchev35        |3           |9.52         |3ca104d4d4c4623dcec764526f9cc607c31d677ca724cfb977479e5f36b46cbb
Iolanthe           |ikeastbz             |3           |9.53         |cfe9fda68b8c832086fad561717acfa6e64c57d1b4bb8d22731ae9b44ef8592c
Davita             |dmaplestonebt        |3           |9.55         |0c657cdb1d041e26cfd0209f7127e2baee3cbf8c1167bd53c25dfabf439e3a85
Freda              |ftremmel1            |3           |9.6          |7ff84d7880f8e9c7bdcd16598830fc668fed4ae0ca0d5601da8ec662070c066a
Iain               |ipickavantn          |3           |9.61         |c6bbd0a8a32b6381a8327809b837af77f41f81739b5f8ae52cce26f323968520
Loralyn            |lruddle8q            |3           |9.63         |2dfed6bab394100e8b706731072339161c67da53f1b781e723195809f91b3612
Bren               |barnaezia            |3           |9.64         |5922a88c17a021fee70c79db2b712497c5e27691642b955ca86660f9f0587f96
Marlowe            |mhousbey8a           |3           |9.64         |4f9dfd475963a5b28270427c24eec2e269812b43686222b878bfd38b4e5ed7ef
Nicoline           |nealdenm8            |3           |9.67         |7598c8f8dfe62201824ac4c53535ab95d04308e2ae3d81119784d27008afd01c
Wynn               |wpendrehy            |3           |9.71         |5b2ca462463eb4c00c4ddcc230ce6a75b485bdd1b1864044b796278d2d730bc0
Pip                |psalack1s            |3           |9.72         |7e752e42354a09f9ba3405b1dd0ee9059a8aeec7ba56ca4e59e93c415de03ced
Way                |warentnc             |3           |9.73         |9c75a0b79c7014828d8852323b16009e8938d59d06f70658279bed2b51f8e8e7
Stern              |schidwickrh          |3           |9.73         |341a94eb0bee65ee8f0fc49044c4267efefa53dfa536f05aac0e5750cbce1487
Paul               |pfolleyad            |3           |9.73         |1f669a57feb03f3438ba2c8a0786bc236d30c13616a6b07b73f2750b8455d84c
Cristi             |cdulynx              |3           |9.74         |0b555dd930e6cf8504cf9dc5fe8ccdf91710e2d0593fdac1537eae9c84479ba9
Wilhelmine         |wclouteo2            |3           |9.8          |339f04a2e342e6f8f8936b26fc9459385c98809fb7b84a33967c972b07ff0706
Ivonne             |iguilfoyleko         |3           |9.83         |0fa009be13885c56efe4eecb09aadbba3795c730e27a4d67c579947e5c36f623
Coralyn            |crobichonpn          |3           |9.84         |e7429d1bbde69af271c77a26641067bec8267ad580971fc61800c73bac9e3873
Annelise           |abratcher33          |3           |9.86         |bfaac192e2bb22897ed3038ad98bc35dc24322db371db0ab614aec62bb8290d5
Dill               |dhastewell9w         |3           |9.86         |b5414db0c03740795917c807ed6d5c38de3dd8deff3efe53b96bffe7305e99fa
Gerry              |gnorvillqp           |3           |9.91         |451aedd56de5727d1aadba3db25ab6eaed5b3beaf1d7678287627aa192a7452b
Thor               |troby8u              |3           |9.91         |81670e7b57a1ca10b72317f15dd04159225c0aa2316088ecc5a3aedfdca85e57
Mariya             |mhartgillj1          |4           |7.01         |d55b3e7bcf1fd1e61fa82aa08f0ff3d6b4a00bd07fe1b98b357ab65a9703f330
