Name         |UserName          |Gender  |Year |Grade |Hash
Elijah       |evaudrepm         |Male    |2    |8.29  |60ff2d010758d6de4d7b40aa9ecf35d7b500fbd086f226eb55f12c7ade5eeab8
Bernita      |battargekb        |Female  |2    |8.31  |83b1afb2d9e16ef85ae6c9a749be7902fe22fa2296ba5f5e9d134fac0c61ff03
Ade          |atrobeya4         |Male    |2    |8.31  |383bf91e88d44ff882f220570acbecd2ee125fc174f0dfc84deb122616514077
Davie        |dwabersinkej5     |Male    |2    |8.32  |a4f953833d424b17cdd0e13c84c1bdf2040168fa800d3c08a1ad67459a14f5bd
Wallas       |wdebruinn0        |Male    |2    |8.35  |0c47ec322a9eb01e97cce02a1c672c271c338bfdaafe0e8a635ef53602f5bfac
Carree       |cerley7o          |Female  |2    |8.35  |4ef67f554f2d271e48fc0c0ee9ad291dc54615d1772eb9632ca54395c5c96c1b
Ethan        |escrewtonhm       |Male    |2    |8.38  |0ef19fc38ccdd77ce2ce88e70ff7d205112562d0c771388f38819e70ac70fb2a
Erroll       |erobinette9h      |Male    |2    |8.38  |341b7c0936df9f3cf571d1adf5f4deff4b2851d4a892541f483a978e2312558c
Dickie       |dinottcm          |Male    |2    |8.39  |dbaec85bf457f3fe7d2ccb83f509da91087e8e1ac36e377e5fa8b0aaa408af19
Aldis        |alago3d           |Male    |2    |8.39  |efde8ed55d83c69b5820d996226ad8db692a992b1f471fd84b1f771130882582
Erl          |ebrennansmo       |Male    |2    |8.41  |3c7791013ef17889714484d69120c58a41f8ef9d76d17b4ccac234dbf5c926c2
Joni         |jgarrattkh        |Female  |2    |8.44  |c701f2acb9ca01297eea4b2eb666c7d05d91e1bdc3cff6d9f66f710ca4fe7480
Sidonia      |sickovitseg       |Female  |2    |8.49  |4ded1fb8c200a4a28f52b18fa04881f0f6e2bf3e05703b84a507a44510797f8e
Rafferty     |rgolleyow         |Male    |2    |8.49  |86dca2cacc93dadf1fe9f668411cc534cca40a8f58dadc6079ae034a31e1f733
Cristionna   |ccolsoneb         |Female  |2    |8.52  |2c71b9f76401685cecc103704191dfc9ad6682500abb75b40aa04a9bd4fed893
Allayne      |apeirazzifw       |Male    |2    |8.57  |b43d5a175409066bfa85878925a9c9a53035e5850a3887e2297efa2a56b3367f
Goober       |gaingelljz        |Male    |2    |8.59  |483aadc57f33406a3a02291eb5f82093d6b2e26b59bba409427f14383f53d8fa
Nerti        |nbaddoef9         |Female  |2    |8.6   |249aad6406066a16d3ce20d7159404b651716ee915bdc0ee54818758ababb754
Ursuline     |ukunert71         |Female  |2    |8.6   |a3065a68758c9cf5ffc020319efaf0940bcf1ad1890f7908c4d9067039a608f8
Emlynne      |egrayshanac       |Female  |2    |8.63  |44054831a42a01a96fa9db6e72238dcd46ca3c303b4b14efc83f43ad4f91a4bc
Gabe         |ggersam1x         |Male    |2    |8.63  |145d16007fa413a17e6bfc756c037a767abd3738312112219933a3e81fdde19b
Braden       |bcoppardbc        |Male    |2    |8.64  |e97738ffa76d374f74e601edbe719549c5871748f1abc012e4b40673ae7a189b
Huntlee      |hnovelli3c        |Male    |2    |8.66  |73816eb3bb13902cf03ac7abfd88cde2b875892b33ae87490242f3fa5211336a
Atlanta      |adicarlon7        |Female  |2    |8.68  |ac23d6e9cc0305113eac7d5f6e3da83b676e9b12b27ee061adbad2360361b7cb
Rosemonde    |rfrohock79        |Female  |2    |8.75  |c24ddb62fa90cf277807fca73b0829da6680a87cda4f2d8f913ebf5ff7c0f875
Hagan        |hwalakex          |Male    |2    |8.77  |d31866c4c7333f3b514aedd48d7454230483f5f408b9884245ca53d3d91c9cca
Nannie       |ndonan38          |Female  |2    |8.78  |3c3748623978414c8817416b2069b9107164d2e14e726d394ad5baa51e0a95cb
Clemens      |ckollatschb3      |Male    |2    |8.81  |0f58f01464d545a20dc2af0867292ab36db4e86c4e5c3912c853a8fec7a4f6bd
Ivor         |ibrabon6c         |Male    |2    |8.82  |ab5c1e59247970e4cc2a0526e5efac65f78490e0706941acacb50a40cb019729
Halsy        |htejadad4         |Male    |2    |8.83  |2e5897fa1d1d3e772ae4b7f727b18f863b0ecfe129cc65661ed2a863e0f3c294
Jere         |jlocard3l         |Male    |2    |8.84  |37f37fa3d1e273e1863eb6a7f9075160b693f2c3b0b70ce1203122d42fb7b759
Frieda       |fpavittbe         |Female  |2    |8.87  |8d69d984637682964550dfe290bdd188cedccb026d0e4f82364765ccafe9be67
Analise      |abowkerb8         |Female  |2    |8.87  |02e8233ba6fd5c5bd43dd00b5a36f11411e53ae929db3a1b61210f2e8ebe3f46
Oran         |olivingstonemn    |Male    |2    |8.89  |e1426879db226d4546ccf9f38a5e8e718dc409f1ea5492659b1b312001d7c8d9
Joletta      |jbumbype          |Female  |2    |8.89  |d683e71980c4c2cfe475dbc6578cd04b31065054cfd0e259ef44ad448ad6d2ee
Jeffrey      |jbirkbyn4         |Male    |2    |8.98  |233dfbfc69ba6c7d6ca771579235ae74aaf70fc90874a7a9a350e2c17aa8b3fe
Nels         |nszachas          |Male    |2    |8.98  |5267df98cec1a4337c581d00e3999c86993a14e6ddb2631d653861e266002842
Reggie       |rtatters65        |Female  |2    |8.98  |d111ad5e41f50d6cb2ddc2df76e838f05b021c2d46aee18a1f970ba137502822
Nessi        |nillingsworthif   |Female  |2    |8.99  |2163a699938fdca052fb61b3bc71feb29740dbe5744ed21ce84d155c2ed49ba6
Vere         |vchaperlinhe      |Female  |2    |9.07  |af782312dce37f9a231e94724ba912dd36bdba9ff19bec704b1d5782568f65b2
Skip         |stoplingah        |Male    |2    |9.1   |93f3d468642df371ad7e1954e77ed917ed7213007a487555accb509d30e18794
Nikolas      |npeakeg3          |Male    |2    |9.12  |97c8e833fb3225e2d5d627bead5eedaf63219a1542f44158eb773047ae995690
Franky       |folivazzicd       |Male    |2    |9.13  |e0e83fb11a7385da9b0d9551deae3ee8c3325ead036ef7478987b144da81c190
Jenelle      |jtumbeltybp       |Female  |2    |9.13  |b09412b91309c72eed1597e0643f745965297c0a7d782b42ef80384b13fe39ce
Jakie        |jfaiersgl         |Male    |2    |9.14  |85ca1127bfb59420d14b5d676fec93f7c53ba3cfbf6a7bbc6e08710024ecb41e
Paco         |phinerfg          |Male    |2    |9.19  |c007e0313eb99a6b85914c15f94c475929529c48f98b7f7d91ec99fec451e808
Bernarr      |bsteansonm9       |Male    |2    |9.21  |c4942eca80a4e0a46c5fc50be3db1d593c1965fa0e86fa09a4096d64faf66bc4
Livia        |lfreake76         |Female  |2    |9.22  |ee19ef24bf02a4bc49fc2979652bd6a005fe20c43dfdf479e5da30a626a285c0
Rube         |rdruce7e          |Male    |2    |9.23  |adddf5ea18d282472022bb218913e3141a5b47f1c9bc244f4709014b83cf92ee
Linnie       |ldabnorqh         |Female  |2    |9.24  |7f7e51c75c685784c1fe9b5ddd8eff7bdbca36328268c7d7d65c2b67bf8bb5fb
Enrica       |elefridgeqa       |Female  |2    |9.3   |783050518bb8141535705b21f501e4c2505ec248bbb5945b20caf79ea6e4b1bc
Emelita      |ecasinomj         |Female  |2    |9.33  |41e18651d56d1879fc70793c9d2c8dd509f7e254b2f223c62db3c9f1515206b7
Mil          |mdarville9m       |Female  |2    |9.35  |9b0b28a836155c618299987347ecc020f8fd0eb6b97e04810c9f0c19a8040201
Melly        |mdanilewicz1f     |Female  |2    |9.42  |3caaa783f71f8770f1075b71cfc0b05c6e9f3ee5a008f4392efd4dfa17b3fd82
Earl         |ejanikkc          |Male    |2    |9.43  |f35ec768c823b3a3cb72dd50d24a4ec2eb716d17164aee351c6e9a3ab4c502b3
Sharron      |sboatman73        |Female  |2    |9.43  |c15c68649c0de5a2873b63f2d4edececa69716db4994dff45f88ce2e9c37c358
Alikee       |apapworthee       |Female  |2    |9.48  |5e1dd3baec756d3c957423adff50dc05d20b824214b933c1dba340aa58f0393c
Ange         |arecordef         |Male    |2    |9.5   |30b487d2e427414f27dd339a5764eced026f2ec6f035cd72df1b01622dd67d2f
Tulley       |tballayna         |Male    |2    |9.52  |5c020b5f69f722a8617bbbcfcc50bad5f577cd4686f1f7c7763971b0cb767310
Bobbette     |bmazzeodd         |Female  |2    |9.53  |91a137fedac92d85dcd872b856856ca057756dcdd03ed5bd6be8b1a665f6da99
Tildi        |tdeemanql         |Female  |2    |9.53  |45f96c3d23a06a3379f9b51c5552ed62f2b568aa2fc4012270205aacf45d83bb
Matt         |mstrattonpk       |Male    |2    |9.56  |db5192d0fc17ad846fb8480d3247ea2fa9c961e8b913006fc6a7e4d1e56de1a0
Elysha       |esanger9          |Female  |2    |9.59  |4665bf15c8ae3d0ea201dcd05e1aa8a6cee683f37e422caaaf5ae506a59439fb
Dunc         |dtrebilcockl3     |Male    |2    |9.6   |2b8be7978fc7851ff2a30f4986706248626d4e26231073b4552dc18452834be0
Laurice      |lransomel9        |Female  |2    |9.62  |69767ed9eb4a835c4a493cbfb8a401fbb0c9cf6da3dbaec6bc3d1ab8d33e1f17
Jane         |jhutchisonov      |Female  |2    |9.65  |5b13f0f0d4621af561d860aab8b826df921f4357ed5edf47345ed17ee59b90b6
Christan     |cmarreh9          |Female  |2    |9.67  |7551a39c21553502125405ad0baa58f8117f307654916e44933be560fa60391b
Alys         |aharlingnw        |Female  |2    |9.67  |a6d88c227c916ac1f2223a51261ae153c630ba7b889ac962f760b38231444b12
Nathaniel    |nmckibbinqd       |Male    |2    |9.69  |6484006f237c7bb629ee5b0dfa22360e64c778bc3546eaf3c65ad711d0f6fbd7
Karole       |kwanejk           |Female  |2    |9.71  |d6bc07084b8d1e49a104cb15f6e0cfa380d42488589bc8f6d46a45622199bc1c
Cherie       |clucianpx         |Female  |2    |9.71  |958b1fd9103fe56c3370925d7ade9420a9ca4e1e544acc23e313358d5f30762c
Gavra        |gbeckworthid      |Female  |2    |9.72  |cf10c745ec6824cfe88a032a41ead3bf49625d8a85b2e2fe8f99b29f417ff35e
Berne        |bdampierm7        |Male    |2    |9.72  |ac520de635771b99aec9f26e02bdf4c55448189d9a92d957061dcd74e3bf64f6
Niall        |nalldrepa         |Male    |2    |9.75  |b3bc3300ee932462ed98038595edb93f102fbaf0f93090d7a7a5481a7913d979
Laurent      |lyersing          |Male    |2    |9.75  |d31b8d6f06225ed4536cd1276a231f1e884071550349c182ed1453f9c0acd5fd
Oswell       |opaudinc7         |Male    |2    |9.76  |47240e968a785d36b150e504c694f06cc523d0fbf71eb9ae0608146333f5bcea
Shermie      |smintrimdv        |Male    |2    |9.77  |76e7b596794a180b0c47611833de17f6eaaad81aef0842b8685f7b3c29e5ce12
Brig         |bshowerhf         |Male    |2    |9.77  |583d070f8a5941653a517da184b1f35b6de00c9f761baf32779969cce9912dca
Brnaby       |blaxencg          |Male    |2    |9.78  |faa10f293f899e69791b39f140c19102f66d8fbf19bdb8de2bb01147e9e50ff2
Elliott      |ejenteau14        |Male    |2    |9.78  |a65f8d2b21e16f2d6d57cd88123c5d3cf17df898a5558f86778e8af336912745
Eberhard     |ebrethertonbm     |Male    |2    |9.79  |feac73af4dafebbb57eed7ce40fdcf7474ab617d31547ff5d6932430692fcd59
Davis        |dforward19        |Male    |2    |9.79  |8cd775af99e99f89f036136fbaf1453a11edfa0c0bfc65d22ee04c1c88e7a2d2
Obediah      |oculph8           |Male    |2    |9.86  |26c55b3efc068484f168cc004ede156bd5f619eacc31c5a84b8cfa8c44a80ef6
Jason        |jjaffrayc9        |Male    |2    |9.88  |4f5659668a6ced1fc8647a676607229cf070b442398bc3ae3a58b78b6f61ec08
Maryanna     |mrodnightn9       |Female  |2    |9.89  |8ff69ebe50532f428bcc0862bd234197b59b6458de4faae13cf8041e675c634e
Arlan        |adavidsono3       |Male    |2    |9.89  |348e2ff9cf96d1acd14202cf3625ee819399add1bac5045e1ad69c81c7864a1e
Jimmy        |jgarmonsgf        |Male    |2    |9.9   |29c0854f58bb058cccebd595fbe1e2667d4fa537725d7fb13632e02a13118cf4
Jordana      |jsteelyok         |Female  |2    |9.91  |4888a6061a52bfbef0bc59865ee272dc01ce44caf22e1f415b27be4d5248bb39
Roxine       |rpaulazzinz       |Female  |2    |9.92  |20a5b3c5700c9229a625de1b07ed9abf4cfe1ec75b22cbe3a74839f8ce60ee66
Trudi        |ttremblett1g      |Female  |2    |9.94  |0895920a4a4a4842d084b64ef7035866fac1fc7a0a83ac4492591cb6da593403
Gwenore      |gberriem0         |Female  |2    |9.98  |716dd757a1722c3894c0a6388d890f90b39e8ceac387a9d8163eba5c39260546
Chloette     |cmcguffogz        |Female  |3    |7.01  |2d02a2f5a2891f32d579671e580133de55f67426cbafe67338a2b7fe1104f76d
Ode          |obaggot7w         |Male    |3    |7.02  |b87bd6d5a0daea00c66ba60ec1e0508fe11a5883376b666ebc218722437f260a
Mirna        |mmcculleyec       |Female  |3    |7.05  |52bff754ce57cb6f52d82bc01631c988c45054fb9961a432ba64c3654417a5e5
Gayla        |gmandevillecs     |Female  |3    |7.05  |161f140643151658581ddb471851d2b67e00f20d91aaae2d87ee01524c25c59b
Anallise     |abuddenlp         |Female  |3    |7.05  |91a851edd5e6c36d5f40f5a96f974cce0fdb5dfde12920b7802740859cf153d9
Gram         |gmoaksonb         |Male    |3    |7.09  |76bf44ad5a8e565887da8f7de7b4fde8ce1d30c0d40f9e2e0820192cd6fbf5ce
Duffy        |dtungatear        |Male    |3    |7.1   |73311e26ffa03943213fba12e3da29b907e40abf55b42b46973de69f9b9d67c1
Branden      |bdorowr2          |Male    |3    |7.16  |679f094d9768c372da85c81b9aded46e9897615a7faa04a8058f8ebf0e07455b
Margaux      |mnurseyi1         |Female  |3    |7.17  |23255df3e31fc721e9bf02c18d8a306f82e842fbd2c26de3ff9da72e9ad9ca72
Shirleen     |stebbitoy         |Female  |3    |7.17  |304a9d0d4e88c82233bd9b4deba515e6e47deb3b78ffcb2ea7c508349fb52966
Shandee      |sartingstall3b    |Female  |3    |7.18  |b06af68ca5762280dcdf380462b20782abae1bd24f26e1b35efb2bdafd8e2ab5
Rhodia       |rsmileyh2         |Female  |3    |7.19  |3d73c22a7225d3553363c9aef774eb832ba8f89556a8272063500c2a3d2f7fb4
Dyann        |dgrundwater6k     |Female  |3    |7.2   |83189c0489249ffc29155f9c89d004292603b03554cd4d1944b56c6daa79f92a
Diarmid      |dslocket8t        |Male    |3    |7.23  |3360c81d1b4250963e683d1cd31abeccd6ce11740e91875c2d7e185879fda585
Tremayne     |ttunnickmb        |Male    |3    |7.27  |191d196c6f4feab96840ce4b922a679116583837b077be8cf3ec3596b7dd3700
Milka        |mgauvinaa         |Female  |3    |7.27  |586c90548956d45849aa083f38ae3a81c462e55b2ae6c0fe12c1a49eedde8ee4
Morgen       |mstainscq         |Male    |3    |7.31  |6c63d227ac2ed5782f43270aae9ffe1834bc0069125095930f36fe1378dff03a
Valma        |vbouetteio        |Female  |3    |7.31  |f700f7ae2047f4f7fe99f5e5fb9c62d7908312f1533422d15357999547a6ccf7
Boyd         |brozea            |Male    |3    |7.33  |98b65db8820cf00bea41dc5afb1273b51e08af1433e83345ffc997d919bcab9e
Madelle      |mgoutcherm        |Female  |3    |7.33  |c52968983d93133047504eebde0e6552faa7aeac8ede7d154b1aa08c5a92e9f3
Danila       |dwalklot90        |Female  |3    |7.33  |d17d80e5126479ee6b4147b975ac9aa9004c6288898a502c93192cd9eb009d6f
Daffi        |dsearightbj       |Female  |3    |7.34  |2b93e5eaaeb70980487bf5a242ee7967e96b4f9eddc67230d97e2a5ad5fe13ca
Yuri         |yronayne16        |Male    |3    |7.42  |5c3d873c6a79117c338665da345824de1b48c6256d5e0159c39d0ae6511d8baa
Rabbi        |rortelt3s         |Male    |3    |7.52  |a27146f1c77de3b1db6ae354c90e763fd0a8127728bd6087b2974ea9720e9025
Drusi        |dbaldung82        |Female  |3    |7.57  |9a50f6b7d14cd89fe8110e3b23897db3871673acca441376e81d00e910b31530
Harli        |hgloyens4a        |Female  |3    |7.57  |c7868a4fdde936df385910bc1a6fbd1c0144cf6cd47e3409dc8cfd62cc45c0f7
Theressa     |tnationba         |Female  |3    |7.6   |690d6efef06f106a56b76c7c73c0bd45126129bd77041ba80396f94b2096262d
Alfreda      |acoulthurst1z     |Female  |3    |7.6   |22242cb144e8cf87b5b9f4f8853db4c0057f28d8b3aef4d0ef62ef2f59cb3dc1
Garfield     |grickson5         |Male    |3    |7.64  |cf98e2419ea8cd785fa5560cfbd515381a20618347b5f99b8899febfb96966a9
Zonnya       |zmuscroftie       |Female  |3    |7.68  |2d69abdfa68046be6be7edabd3405b9698e2b1d71f21a02cb074e0618fa8a799
Arv          |aflannerhw        |Male    |3    |7.7   |dc54e94f252307ff52c6c7c75aeadfd33c81923ba04d3bf5e74b3a56d72ef72d
Ingamar      |ivondrasek2b      |Male    |3    |7.77  |60168f038c8bb8510a57897f964bfb43ed9b5cd6e065798e82cb2495cd92da0d
Bronny       |bhammondt         |Male    |3    |7.78  |5a52deafb08e231081bd34934b13cd22fe4edc20f281729ea724486148b37607
Curran       |cwitchalls7l      |Male    |3    |7.8   |e126277e72741a91120bfd24e68316bc7505f0da65de75e68cef0b59643577f7
Petronilla   |pivanchikovt      |Female  |3    |7.82  |bfade95c78c985c2f18aad4066bf668656a1449361fc0f5280f601dcf5a40eb1
Lynnett      |ldeedesol         |Female  |3    |7.84  |3d8986eb4d5694d88e2227a59a9e973e62687938675d83cfd083c0bc7536952d
Ulises       |ucardenashz       |Male    |3    |7.86  |9230f141822c165a44f65c28393e787015e6167608f74986ea488569c286a80f
Danella      |dduckettn2        |Female  |3    |7.91  |0f4d4c23bbfc93b38d68aa90699812d5bd4d74954264e3fb1d70604812be90c1
Marga        |mcloney6s         |Female  |3    |7.91  |dacec4e6c7449cc0594b3f6e60c8db04893cde8baf37a6eeeb605e24aaa2d0b5
Russ         |rlabbe1n          |Male    |3    |7.91  |e65ebb2d70cc5b0804e18207999480250b058d47eb8f764974d020fcfb24fb6a
Kissee       |kcurrie5t         |Female  |3    |7.93  |a583f15c2a7c03c3c2c371b8e7096e74a721df7530e15d44598a67cd2ca665e5
Sophi        |skeysall5a        |Female  |3    |7.94  |cb4003ce39f98f6020010c412bba5ca5ad8545e25eea8a848c342f4c6a14599f
Zarla        |ztellenbrook7c    |Female  |3    |7.97  |c8c247210acf5fdee6b01adcfedbe16547ba13b5f62691d13d5caf836487fc2b
Betteann     |bsearlep7         |Female  |3    |8.03  |408bdd981692b11b3b5dfe3775d5826ab90c77c15866c559e7b9d7a358a7fa74
Neale        |nallso64          |Male    |3    |8.03  |a1444cb005172e51cad6f03ad1130f9bf7fb6bdb71d4e790c3ae9105ba9fcf1d
Janifer      |jhynsonqo         |Female  |3    |8.04  |3f8d380cddfd5a3bd15cf2c6dc0e444e59a7958b4422b76068faf24d334cfd10
Guendolen    |ggobativ          |Female  |3    |8.09  |b7d22ffa2a3640be96705f6fc695874bc59ce4cb103d2933df715552bce263a8
Herbert      |hveschambregb     |Male    |3    |8.1   |c2168c93567b5eb737279e379464c3dac5236df99a009be1bfaadc0b23d3a571
Mada         |mdelayglesiar7    |Female  |3    |8.12  |d5c35239319c1675b10398f0c177f06bec8fefbad13eedf21476e02311210913
Gaultiero    |gcatonnethh       |Male    |3    |8.17  |f9739f7f3d6bed9e768e07f1316a8547c7fbbf5a0549fe3a0ab632b0f40cf567
Giralda      |gdocketbu         |Female  |3    |8.2   |de26f00a22a2e8198a94bd1df3c5d6049a121eeea8cfd1d51503408f91f32c6e
Patten       |pcraig50          |Male    |3    |8.23  |a4cb50bc9fed27a11daeec11b1b08a559df4492cf5b5a58cf327ec9a47835c09
Anthiathia   |alinesab          |Female  |3    |8.28  |523a9bc4f1ef6fa5e94b33b0e1b39fdf50b6722001d8223d45962d280f60804d
Jemima       |jrubinfajnlw      |Female  |3    |8.29  |7fdada7fee4e42b1e1b1b141739049f93eef71ac869e86f2fa37bdec8e3061ed
Tristam      |tdoudis           |Male    |3    |8.35  |8e0db5640d1ddd21e160f40cd2e70aa07594afe147bfea6d531bbe51c37582d5
Shawnee      |sskeggkw          |Female  |3    |8.39  |1d8860aa049d61310df289b90f734886c3162eab069183736fd839bd4e1a9a41
Walton       |wellsoml4         |Male    |3    |8.41  |c302ffcfb347fdfed9422c3b2bf75faba6dea2c77345fb83f10900300d0412cc
Edna         |ebrahms3a         |Female  |3    |8.43  |9ba8363f07693a5342b2d716dea1740a77ba87b6f5da2e2b7b5e1c6a3029d861
Emery        |eelias5r          |Male    |3    |8.47  |665e2373b753738cdbcc23f320e6f63c52eae39c324eca980e1fccd6e73802e7
Diane-marie  |ddymockeii        |Female  |3    |8.48  |39b57aaf0c89db6c891beebc27b81947c1ddfe3452a793de7029ceb9d9f98610
Audry        |atysallbw         |Female  |3    |8.49  |ef218faeaef6a5d122ace3d44bcff5beafb8756f232952a4c9c6a7e08bd21da6
Evey         |estoffelhk        |Female  |3    |8.5   |8bd04b565d2510d7ea6089efdd0cbf4f98fea7bef132714afaafefe2e563c1a3
Jodi         |jjope7y           |Male    |3    |8.53  |6e59ade1eaedf44a7b52701fa0d524dfef144b6bf3f92b5fb21776b94c025863
Arte         |avondrachll       |Male    |3    |8.55  |f181cdeaca8da0d2693ffa7fd0703241625bcc637d7ee90684f502cc3ff835d7
Banky        |bmcilveener       |Male    |3    |8.58  |57690c95399d71de243fa63706adc0f2fec3906ec7bdd32a2776974c3dcf4ea8
Gauthier     |ggouldthorpe4q    |Male    |3    |8.6   |1e4116e4f54101a1b74df2b77d75ae8e3f2cb04f31bbf05b2e00aa0bfd40d8a0
Raphaela     |rhanscomeiw       |Female  |3    |8.63  |58a9bf61728f549a56f128819e2c2456e232c3693b6936ecb94b4cfa3feb460a
Ariella      |athuillier2d      |Female  |3    |8.65  |067b6c083213203e932b8f4dfc457c7377d64605ea4808d369276ab9e556cb6f
Rance        |rsupplerm         |Male    |3    |8.67  |7bde209fb89336f9d26f55593ff3c469fefba65bed4ef4694064d6416e5991d6
Kathi        |kgosneylf         |Female  |3    |8.68  |06bfdf0262e3837ead2fbc223c3d1bd6536171c70bbc2ab17c67ef329a86dc8c
Marja        |mshropshireq8     |Female  |3    |8.69  |f8f2810c06b3b4a2c9cf57781afbf9fcb700aafdcf880c47934805c4dcd4d37e
Gregoor      |gtrevillion9i     |Male    |3    |8.69  |780e81839b320e4ea4dd83247eb21148ce976efab6e8f233d3b477947ec05220
Archie       |ahalberthn        |Male    |3    |8.7   |f4dd3c515494a53ec21c1589935a3d57e5358dfba20a6591c1c14a8ae6ef37bd
Dominique    |dmould3o          |Female  |3    |8.7   |b7bb270ea122e1f8c7943ea4ad16e6582284d075ba9eebf465b4f7a103ec4314
Kris         |kstepneyhu        |Male    |3    |8.72  |a6736ee553eaf8a2b7b74a4e3651c8b19d70a3ac8123ecaf7bb947597f10ded1
Auroora      |amarrett10        |Female  |3    |8.72  |1350ad0e44cad0e39fa8f6a8a3450cb9445bcf4936087cad3684c96d7ad5ee55
Nerita       |nfyldescu         |Female  |3    |8.77  |5e5ca99a691460eb9953225a31d7c418d442066879d0c663b1e20e6698f43705
Dottie       |dkill4v           |Female  |3    |8.8   |47f9814a87b653a7d2b58e86ea2d9d763c9ed403d0c1d016eb83a51a23b37bde
Merridie     |mdossantosgi      |Female  |3    |8.83  |f2356eb249ec1a07d8afca2b2a070a67618392ab7eb0fdf91d339bb83e578195
Curry        |ckeeridh          |Male    |3    |8.86  |27c9d4bee269796bc7fb96e1ffc1afbf4b0d867dd99dc3ee5286e1e637641f1c
Rikki        |reteenha          |Female  |3    |8.86  |9a7704f76063823bd309420d5f4266e73288f5c624ef5d2413acd959d1c51a4b
Else         |ebaggaleyke       |Female  |3    |8.86  |382c09a96ca6a3b374d326718baadf95fba1853ac9c8121711b3c6b941ee0611
Mersey       |mstogillgk        |Female  |3    |8.86  |d2bac7fb72ebdd4970f1da0cadb85f796dfaac5ec4583402e359e00ee1102bc8
Batholomew   |bbrentonx         |Male    |3    |8.87  |26bb1cf7427c06aff14371f15c396ad0bc35c8f35b6dfaa4e82b4983f1d89610
Simone       |spoyneroe         |Male    |3    |8.89  |543b2b5c18bc46580751c9fe707150390b55385ec360cddbdaccd1ca4b906d5a
Jermaine     |jdanaherjv        |Male    |3    |8.92  |8bedabc30282a449872fce2e1bb61e0729425ae7675553b958a6605673aa93e6
Dian         |ddunfordkd        |Female  |3    |8.95  |fdae146a64f744af7e08958222d919225bfeb5ef2afdac87d7664d98a7bfc790
Marcelle     |manthonyf2        |Female  |3    |9.02  |b244fa3705fc6097846058c3704c3f2c8ef32983c45187a014cedf350faac218
Gretal       |grisson7j         |Female  |3    |9.02  |db36d6faef3c6e9f03bd944496e41f3d80c5743a6475ff8fadfe7fe68849a02d
Davie        |dgrigoirem2       |Male    |3    |9.06  |d257bbb77f97ff9eb819ac7cb5f75cc7602ded640b2432c057d778736cb6297f
Raffarty     |rcolliems         |Male    |3    |9.06  |201a1ec49dd47503267096a36d8637114bf0e3e9da4ab95d158abfdbe0c0d875
Matti        |mshaweck          |Female  |3    |9.15  |fc7ce554239f0a72e0f03ba850cbb2618a27f3d230974f183495b1c559b54c08
Alard        |atewesbo          |Male    |3    |9.16  |469d0d7b6a86d6f639e95c8507e39413b6f0d23f02397f029f88310b5df7eb47
Mabel        |mfarady47         |Female  |3    |9.16  |d74e14a8e9bc4133a54ecebbb43bb1482651eaea8bb3e91f5fdee86883f039ae
Netta        |ngatlin37         |Female  |3    |9.16  |98b289655cc9142a2930c0dfa4b37da82422c4d44801c1e6447430db1dbbcdeb
Gill         |gcauserjr         |Male    |3    |9.24  |18c0447b6821897b87c2c905a3ac33c4e9d2759f98f7725ebb4bd73009a026ba
Fulvia       |fshimoni7i        |Female  |3    |9.24  |3a0f869be1171b8cdf506e05f8fc05c7bfcbfb8aa757678fcada6e178bc2343b
Nealon       |npittaway5c       |Male    |3    |9.25  |e44351f1d0e5a2bc12061f508c61ef8ce0f12efa64a8acf671680e27103a15cb
Moselle      |mpowneyo0         |Female  |3    |9.27  |fcdef3e329ab6094b6a84477f07046d8a9ab5c965da49cd3c91d25d2006c0ad2
Dorotea      |dmartyns5v        |Female  |3    |9.27  |556a91db6c8e786ad34b66aa295eac8d35924f977f855e0bc16b6b0a5cea5ed8
Vernen       |vminetoa          |Male    |3    |9.28  |a16743d093ce02d3724a796ea5cda29b21b51920ff16e8e9f5abaf04755cfcb3
Tony         |tohern7f          |Female  |3    |9.28  |a5c2a3e9ee22d70660b058f0bbd76730fcd8eee98b43ad3865a3d9b6fc91b52d
Maia         |mthorntondewhirsti0 |Female  |3    |9.31  |643fac11052d487724affa1b4320b9fc12841ac2c24e24001c00bf2347f8320c
Bax          |bartern1          |Male    |3    |9.32  |23dee139c20dd88d2d9606ff100e9a1182470b5623780c3d840538f7213cce40
Valli        |vguillono6        |Female  |3    |9.32  |cb62af19a917f46c4936826da29b7fad54d0bc565659bba44706915b241fb496
Anitra       |abrosoliav        |Female  |3    |9.32  |8d6e7663f2dd6574b485b6fac1466284164c943072e7def0490fd5dca11df32b
Rosie        |rpaolozzi8w       |Female  |3    |9.34  |0cbf53148f0886fdafd6b8b77282737404f3db4690160f517526f8aeb0d8814c
Giavani      |gfairlawlb        |Male    |3    |9.35  |baa18548c71d32da00c2e664104f792773968d82c01c1ea464f6e8d295bd522b
Fowler       |fpulferqf         |Male    |3    |9.35  |d07c8b97fda84ae8acf0ff029b9c28e1337dac9795b8299e747077c62160144c
Alvera       |aelmes42          |Female  |3    |9.35  |823b830255baf0868d00bdd06ce27960a56bb5801e3446bc62274dd594d92534
Sonia        |sfullbrook9e      |Female  |3    |9.45  |69308292e0b5511138007da55ae03aec3221e037f8e066511d9e67b7849ef56b
